,city,country,parameter,value,unit
5086,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5087,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5088,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5089,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5090,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5091,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5092,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5093,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5094,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5095,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5096,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5097,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5098,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5099,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5100,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5101,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5102,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5103,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5104,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5105,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5106,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5107,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5108,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5109,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5110,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5111,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5112,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5113,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5114,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5115,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5116,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5117,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5118,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5119,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5120,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5121,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5122,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5123,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5124,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5125,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5126,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5127,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5128,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5129,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5130,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5131,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5132,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5133,MUNICIPAL GUEST HOUSE COMPOUND,IN,so2,9.66,µg/m³
5134,MUNICIPAL GUEST HOUSE COMPOUND,IN,o3,12.5,µg/m³
5135,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5136,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5137,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5138,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5139,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5140,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5141,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5142,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5143,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5144,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5145,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5146,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5147,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5148,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5149,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5150,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5151,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5152,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5153,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5154,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5155,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5156,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5157,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5158,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5159,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5160,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5161,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5162,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5163,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5164,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5165,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5166,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5167,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5168,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5169,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5170,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5171,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5172,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5173,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5174,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5175,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5176,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5177,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5178,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5179,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5180,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5181,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5182,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5183,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5184,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5185,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5186,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5187,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5188,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5189,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5190,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5191,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5192,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5193,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5194,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5195,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5196,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5197,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5198,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5199,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5200,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5201,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5202,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5203,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5204,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5205,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5206,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5207,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5208,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5209,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5210,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5211,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5212,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5213,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5214,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5215,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5216,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5217,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5218,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5219,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5220,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5221,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5222,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5223,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5224,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5225,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5226,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5227,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5228,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5229,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5230,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5231,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5232,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5233,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5234,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5235,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5236,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5237,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5238,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5239,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5240,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5241,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5242,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5243,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5244,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5245,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5246,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5247,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5248,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5249,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5250,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5251,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5252,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5253,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5254,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5255,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5256,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5257,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5258,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5259,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5260,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5261,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5262,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5263,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5264,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5265,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5266,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5267,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5268,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5269,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5270,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5271,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5272,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5273,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5274,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5275,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5276,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5277,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5278,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5279,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5280,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5281,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5282,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5283,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5284,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5285,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5286,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5287,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5288,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5289,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5290,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5291,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5292,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5293,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5294,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5295,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5296,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5297,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5298,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5299,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5300,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5301,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5302,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5303,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5304,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5305,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5306,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5307,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5308,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5309,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5310,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5311,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5312,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5313,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5314,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5315,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5316,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5317,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5318,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5319,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5320,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5321,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5322,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5323,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5324,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5325,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5326,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5327,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5328,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5329,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5330,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5331,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5332,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5333,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5334,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5335,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5336,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5337,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5338,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5339,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5340,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5341,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5342,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5343,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5344,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5345,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5346,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5347,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5348,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5349,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5350,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5351,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5352,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5353,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5354,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5355,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5356,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5357,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5358,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5359,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5360,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5361,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5362,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5363,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5364,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5365,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5366,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5367,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5368,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5369,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5370,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5371,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5372,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5373,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5374,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5375,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5376,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5377,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5378,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5379,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5380,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5381,MUNICIPAL GUEST HOUSE COMPOUND,IN,no2,1.58,µg/m³
5382,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5383,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5384,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5385,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5386,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5387,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5388,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5389,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5390,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5391,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5392,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5393,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5394,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5395,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5396,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5397,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5398,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5399,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5400,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5401,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5402,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5403,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5404,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5405,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5406,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5407,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
5408,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm25,12.0,µg/m³
5409,MUNICIPAL GUEST HOUSE COMPOUND,IN,pm10,46.0,µg/m³
